net,length_um
_3304_,19.92
_1037_,19.9
_1800_,19.9
_1722_,19.88
_1883_,19.84
_0283_,19.8
_0670_,19.8
_1089_,19.8
_2843_,19.78
_2471_,19.76
_0988_,19.75
_1671_,19.75
_3022_,19.74
_0684_,19.71
_0924_,19.7
_2837_,19.7
_2474_,19.695
_0666_,19.66
_1421_,19.66
_0060_,19.6
_0492_,19.6
_1890_,19.6
_1586_,19.58
_2148_,19.58
_0361_,19.54
_2208_,19.54
_1927_,19.52
_3418_,19.52
_3624_,19.52
result[19],19.52
_3189_,19.5
_3257_,19.5
_0176_,19.46
_0612_,19.46
_0630_,19.44
_0747_,19.38
_2342_,19.38
_1992_,19.26
_2654_,19.24
_3695_,19.24
_1725_,19.2
_2644_,19.18
_2817_,19.18
_1999_,19.16
_0149_,19.14
_3657_,19.14
_0651_,19.12
_0259_,19.1
_3637_,19.1
_3687_,19.1
_1336_,19.08
_2987_,19.04
_1460_,19.02
_2454_,19.02
_3397_,19
_2551_,18.995
_0932_,18.98
_3563_,18.97
_0415_,18.94
_1881_,18.94
_3577_,18.94
_0766_,18.9
_1546_,18.88
net204,18.86
_3470_,18.84
_1965_,18.82
_3636_,18.82
_1609_,18.79
_1831_,18.78
_2329_,18.74
_3254_,18.74
_1801_,18.72
_2435_,18.66
_0482_,18.64
_1235_,18.64
_2524_,18.64
_0475_,18.62
_1895_,18.62
_3552_,18.61
_0321_,18.56
_3551_,18.56
_0570_,18.555
_0775_,18.52
_1758_,18.52
_1916_,18.52
_3406_,18.52
_3409_,18.5
_0162_,18.48
_2998_,18.48
_3289_,18.48
_1643_,18.46
_3186_,18.46
_3082_,18.44
_3182_,18.44
_3679_,18.44
_0956_,18.4
_1532_,18.4
_3714_,18.38
_2177_,18.36
_2560_,18.36
_0690_,18.34
_1840_,18.34
_1288_,18.28
_0518_,18.26
_1115_,18.24
_1425_,18.24
_1997_,18.24
_2140_,18.24
_2201_,18.22
_0470_,18.2
_2174_,18.2
_3199_,18.195
_1423_,18.18
_3475_,18.16
_0485_,18.14
A[0],18.09
_1536_,18.08
_0391_,18.06
_0944_,18.06
_3123_,18.06
_3166_,18.06
_1343_,18.04
_0675_,17.98
_3555_,17.96
_0081_,17.94
net144,17.91
_0635_,17.88
_1702_,17.88
_0403_,17.86
_2542_,17.86
_2710_,17.86
_0334_,17.82
_3372_,17.82
_2193_,17.765
_2737_,17.76
_2432_,17.74
_3177_,17.74
_0323_,17.72
_1841_,17.72
_2567_,17.72
_1857_,17.7
_1306_,17.69
_3000_,17.68
_2597_,17.66
_0732_,17.64
_1922_,17.64
_2484_,17.64
_0785_,17.6
_0791_,17.6
_2721_,17.6
_2870_,17.6
net112,17.59
_0479_,17.58
_3374_,17.58
_3072_,17.57
_1902_,17.555
_0682_,17.545
net173,17.53
_1651_,17.525
_1291_,17.52
_0130_,17.5
_1029_,17.49
_1146_,17.48
B[20],17.45
_3638_,17.44
_1444_,17.4
_1554_,17.4
_2153_,17.4
_2822_,17.38
_1512_,17.375
net109,17.36
_2525_,17.32
_1634_,17.315
_1872_,17.315
_0650_,17.3
_1934_,17.3
_2028_,17.3
_2457_,17.3
_0120_,17.26
_1964_,17.26
_0086_,17.24
_0765_,17.24
_2692_,17.2
_3168_,17.18
_0116_,17.14
_0579_,17.13
_0728_,17.1
_2584_,17.1
_1059_,17.04
_2818_,17.04
_0963_,17.02
_0966_,17.02
_1014_,17.02
_2937_,17.02
net156,17.02
_0143_,16.94
_1107_,16.94
_3314_,16.94
_0935_,16.92
_1502_,16.9
_0784_,16.88
_2318_,16.88
_0092_,16.84
_0097_,16.84
_0375_,16.84
_0811_,16.84
_1320_,16.84
_2461_,16.84
_0543_,16.78
_1133_,16.78
_1238_,16.78
_0945_,16.75
_1386_,16.72
_1772_,16.72
_2613_,16.7
_1906_,16.68
_2982_,16.68
_3554_,16.68
_0175_,16.66
_1166_,16.66
_1644_,16.66
_2739_,16.66
_2891_,16.66
_3626_,16.66
_2748_,16.64
_1900_,16.6
_3575_,16.58
_2801_,16.56
_3079_,16.56
_3659_,16.54
_3327_,16.535
_1824_,16.48
_3553_,16.46
_0061_,16.44
_2985_,16.44
_2101_,16.42
_0460_,16.4
_0719_,16.4
_3595_,16.4
_3550_,16.38
_0064_,16.375
_2619_,16.33
_0411_,16.32
_3293_,16.32
_0448_,16.3
_0368_,16.29
_1143_,16.29
_1882_,16.28
_3010_,16.28
_2330_,16.26
_0795_,16.24
_1200_,16.24
_0451_,16.22
_0298_,16.2
_0798_,16.2
_1137_,16.2
_1660_,16.2
_1967_,16.18
_3460_,16.18
_1106_,16.16
_3329_,16.16
_2608_,16.14
_2462_,16.12
_0749_,16.1
_1454_,16.1
_1838_,16.1
_2468_,16.095
_1528_,16.08
_2000_,16.08
_3373_,16.08
_0614_,16.06
_0355_,16.04
_1151_,16.04
_1389_,16.04
_2356_,16.02
_2824_,16.02
_2813_,16
_3509_,16
_0098_,15.96
_1339_,15.96
_1310_,15.94
_1670_,15.92
_0399_,15.9
_0632_,15.88
_0643_,15.86
_1203_,15.86
_2300_,15.86
_2643_,15.86
_1212_,15.84
_1326_,15.82
_2225_,15.82
_0124_,15.8
_0770_,15.8
_0856_,15.8
_3565_,15.79
_2337_,15.78
_2832_,15.78
net215,15.78
_1993_,15.76
_1995_,15.74
_2760_,15.74
_2811_,15.74
_1332_,15.7
_1718_,15.68
_1051_,15.66
_1791_,15.66
_2841_,15.66
_0658_,15.64
_0821_,15.64
_0922_,15.61
_1675_,15.6
_1955_,15.6
_1087_,15.56
_1885_,15.56
_0069_,15.54
_0800_,15.54
_2535_,15.54
_0318_,15.5
_1127_,15.48
_1519_,15.48
_1762_,15.48
_1830_,15.48
net154,15.48
_2500_,15.47
_3370_,15.44
_1109_,15.42
_2314_,15.42
_0593_,15.4
_0745_,15.4
_3227_,15.4
result[14],15.4
_0659_,15.38
_2290_,15.38
_1009_,15.365
_0846_,15.36
_2262_,15.36
_0118_,15.34
_1351_,15.34
_2296_,15.34
net130,15.34
net211,15.34
_1521_,15.32
_1135_,15.3
_1344_,15.3
_1422_,15.28
_0166_,15.26
_2844_,15.26
_0405_,15.24
_0823_,15.22
_2399_,15.22
_2557_,15.22
_3543_,15.22
_0514_,15.2
_1113_,15.2
_1741_,15.2
_2408_,15.2
_3677_,15.2
_0113_,15.18
_1823_,15.18
_0139_,15.16
_1960_,15.16
_2425_,15.16
_2952_,15.14
_3611_,15.12
_1065_,15.1
_2470_,15.1
_2678_,15.1
_0356_,15.06
_1136_,15.06
_1406_,15.06
_1617_,15.06
_3041_,15.06
_1010_,15.05
_0381_,15.04
_0933_,15.04
_3258_,15.04
_0629_,15.02
_1370_,15.02
_0144_,15
_2132_,15
_3459_,15
_1001_,14.99
_0083_,14.98
_1226_,14.98
_1504_,14.98
_2869_,14.98
_2360_,14.96
_3461_,14.96
_0799_,14.95
_0443_,14.94
_0672_,14.94
_2015_,14.94
_0835_,14.925
_1530_,14.92
_1656_,14.92
_3244_,14.92
net150,14.92
_0062_,14.9
_0569_,14.9
_0637_,14.9
_3170_,14.9
_0741_,14.88
_1082_,14.88
_2450_,14.88
_3114_,14.88
_1822_,14.86
_2365_,14.86
_3247_,14.84
_2109_,14.82
_1538_,14.8
_1544_,14.8
_2851_,14.8
_3028_,14.8
_3724_,14.8
_0515_,14.76
_1653_,14.76
_3384_,14.76
_0810_,14.74
_1183_,14.74
_2838_,14.74
_3663_,14.74
_0939_,14.72
_1874_,14.72
_2047_,14.72
_3548_,14.72
_0541_,14.705
_2657_,14.68
_2473_,14.665
_2159_,14.66
_0617_,14.64
_1303_,14.64
_2041_,14.64
_0267_,14.62
_0544_,14.62
_2092_,14.6
_1481_,14.56
_1535_,14.56
_2504_,14.56
_0264_,14.54
_0636_,14.54
_1162_,14.54
_2865_,14.54
_2694_,14.52
_1474_,14.5
_1908_,14.48
_1971_,14.46
_3696_,14.46
_1116_,14.4
_2459_,14.4
_3669_,14.4
_3368_,14.38
_2052_,14.35
_1606_,14.34
_2026_,14.34
_2604_,14.34
_0147_,14.3
_1403_,14.3
_1704_,14.3
_2089_,14.3
_2166_,14.3
_2486_,14.3
_3140_,14.3
_0394_,14.28
_0474_,14.28
_2203_,14.28
_2301_,14.275
_2593_,14.26
_1192_,14.24
_3120_,14.24
_2453_,14.23
_2681_,14.22
_3243_,14.22
_0683_,14.2
_1191_,14.2
_0620_,14.19
_1625_,14.18
_3278_,14.18
_1812_,14.17
_0976_,14.15
_0057_,14.14
_0796_,14.14
_1798_,14.14
_3261_,14.14
_3643_,14.14
_1258_,14.13
_2755_,14.12
_0691_,14.1
_1807_,14.1
_1989_,14.1
_2139_,14.1
_1543_,14.095
_1524_,14.08
_2617_,14.06
_0709_,14.04
_2776_,14.04
_0010_,14
_1703_,14
_2281_,14
_0809_,13.98
_1599_,13.97
_3463_,13.96
_0234_,13.95
_0890_,13.94
_3375_,13.94
_1915_,13.9
_0834_,13.88
_1098_,13.88
_0681_,13.86
_1440_,13.86
_1555_,13.86
_0109_,13.84
_2017_,13.84
_2386_,13.82
_0186_,13.78
_0704_,13.76
_1274_,13.76
_1361_,13.76
_1588_,13.76
_2090_,13.76
_3299_,13.745
_0757_,13.74
_1748_,13.72
_2216_,13.72
_2257_,13.72
_2440_,13.72
_1666_,13.7
_0701_,13.68
_2800_,13.68
_0008_,13.66
_0625_,13.64
_2377_,13.64
_0911_,13.62
_0254_,13.6
_2639_,13.6
_0527_,13.58
_1729_,13.58
_2100_,13.58
_3339_,13.56
_0899_,13.54
_2648_,13.54
_0164_,13.52
_2767_,13.52
_0146_,13.5
_0229_,13.5
_0386_,13.5
_0595_,13.5
_0508_,13.48
_0831_,13.48
_2555_,13.465
_0382_,13.45
_1349_,13.45
_2311_,13.45
_2176_,13.42
_3300_,13.42
_1383_,13.38
_0736_,13.36
_3510_,13.36
_0140_,13.34
_1446_,13.34
_0138_,13.335
_2016_,13.32
_2375_,13.32
_2025_,13.31
_0631_,13.3
_1382_,13.28
_3179_,13.28
_0136_,13.26
_0767_,13.26
_1088_,13.26
_2202_,13.26
_3175_,13.26
_2307_,13.22
_2394_,13.22
_3326_,13.22
_2688_,13.2
_0058_,13.18
_3574_,13.18
_2082_,13.16
_2761_,13.16
_0790_,13.14
_2747_,13.14
_3275_,13.14
_1716_,13.12
_2407_,13.1
_3622_,13.1
_2923_,13.06
_0082_,13.04
_0257_,13.04
_0853_,13.04
_1926_,13.04
_2244_,13.04
_2652_,13.04
_0128_,13.02
_1021_,13.02
_1179_,13.02
_1515_,13.02
_1611_,13.02
_1936_,13.02
_2107_,13.02
_0078_,13
_1353_,13
net132,13
_2507_,12.98
_3542_,12.98
_2162_,12.96
_2265_,12.96
_1090_,12.94
_3363_,12.94
_3667_,12.94
_1441_,12.92
_2167_,12.92
_3322_,12.92
_2183_,12.9
_0040_,12.88
_2433_,12.88
_2175_,12.875
_0987_,12.86
_2659_,12.86
_1123_,12.84
_1994_,12.82
_2545_,12.82
_0152_,12.8
_1360_,12.8
_2607_,12.8
_0262_,12.78
_0352_,12.78
_3604_,12.74
A[23],12.72
A[5],12.72
_1400_,12.72
_2574_,12.72
_2738_,12.72
_1600_,12.7
_1794_,12.7
_2732_,12.7
_0232_,12.68
_0640_,12.68
_0953_,12.64
_2671_,12.64
_1255_,12.62
_1358_,12.62
_1804_,12.62
_2184_,12.62
_3311_,12.62
result[11],12.62
result[21],12.62
result[26],12.62
result[7],12.62
_1852_,12.6
_2133_,12.6
_3488_,12.58
_3676_,12.58
_1825_,12.565
_0051_,12.56
_0406_,12.56
_1112_,12.56
_0971_,12.54
_1035_,12.54
_1380_,12.54
_1832_,12.54
_2695_,12.54
_3250_,12.54
_0331_,12.52
_0316_,12.5
_0349_,12.49
_0383_,12.48
_1958_,12.48
_0461_,12.46
_0653_,12.46
_1048_,12.46
_2251_,12.46
_1300_,12.4
_2635_,12.4
_1308_,12.385
net179,12.38
_0551_,12.36
_2508_,12.36
_0180_,12.34
_1188_,12.34
_1392_,12.34
net182,12.34
_1066_,12.335
_0094_,12.32
_0158_,12.32
_1372_,12.32
_1456_,12.32
B[0],12.31
_2075_,12.3
_2344_,12.3
_3211_,12.3
_0388_,12.28
_1901_,12.28
_1984_,12.28
_2217_,12.28
_0274_,12.26
_0410_,12.26
_1150_,12.24
_1755_,12.24
_1939_,12.24
_2221_,12.24
_2618_,12.24
_3313_,12.24
_0539_,12.235
_3528_,12.22
_0535_,12.2
_0908_,12.2
_1085_,12.2
_3341_,12.2
_3609_,12.2
_1337_,12.18
_3345_,12.18
_0638_,12.16
_0967_,12.16
_1057_,12.14
_3248_,12.14
_3441_,12.14
_3540_,12.14
_0509_,12.12
_1677_,12.12
_2479_,12.12
_2791_,12.12
net177,12.12
net201,12.11
_1505_,12.1
_0916_,12.095
_0724_,12.08
_0906_,12.08
_1485_,12.06
_1780_,12.04
_2846_,12.02
_3178_,12.02
_0210_,12.01
_1839_,12
_0513_,11.96
_1569_,11.96
_3523_,11.94
_3671_,11.92
_1950_,11.9
_2150_,11.9
_2853_,11.9
_0596_,11.88
_0805_,11.88
_1387_,11.88
_1568_,11.88
_1912_,11.88
_2252_,11.88
_2946_,11.88
_1483_,11.86
_0301_,11.855
_3050_,11.84
_2472_,11.82
_2890_,11.82
_2981_,11.82
_3237_,11.8
net212,11.8
_0827_,11.78
_0803_,11.76
_0108_,11.74
_0744_,11.74
_2114_,11.74
_3376_,11.74
_0268_,11.72
_2110_,11.72
_2188_,11.72
_2277_,11.72
_2580_,11.7
_2684_,11.7
_1517_,11.68
_1743_,11.68
_2594_,11.67
_3519_,11.66
_3673_,11.66
net133,11.66
_2057_,11.64
_3323_,11.64
_3364_,11.64
net195,11.64
_0111_,11.62
_0286_,11.62
_2494_,11.62
_2947_,11.6
_0213_,11.58
_1373_,11.58
_2634_,11.58
_0096_,11.56
_1468_,11.56
_1667_,11.56
_1842_,11.56
_2363_,11.56
_2509_,11.56
_2712_,11.56
_0224_,11.54
_1405_,11.54
_1786_,11.54
_2104_,11.54
_2437_,11.54
_2641_,11.54
_2736_,11.54
_2338_,11.52
_1697_,11.5
_2431_,11.5
_0056_,11.46
_1833_,11.46
_2704_,11.46
_0050_,11.455
_0989_,11.44
_0992_,11.44
_2915_,11.44
_3318_,11.44
_3566_,11.44
_0354_,11.42
_1615_,11.42
_3634_,11.42
_1484_,11.4
_1913_,11.4
_0973_,11.38
_2021_,11.38
_2123_,11.38
_0145_,11.36
_0901_,11.36
_2919_,11.36
_3725_,11.36
_3465_,11.34
_0817_,11.32
_2096_,11.32
_2715_,11.32
_3317_,11.32
_3395_,11.32
_0489_,11.3
_1427_,11.3
_1987_,11.3
_2774_,11.3
net137,11.3
_2400_,11.295
_2406_,11.28
_3110_,11.28
net208,11.28
result[0],11.26
result[31],11.26
net197,11.25
_2351_,11.24
_0169_,11.22
_0225_,11.22
_2612_,11.22
_3627_,11.22
_0275_,11.215
_0045_,11.2
_0972_,11.2
_2180_,11.2
_2554_,11.2
_2637_,11.2
_0476_,11.18
_0746_,11.18
_1044_,11.18
_3628_,11.18
net164,11.18
_3447_,11.16
_2384_,11.14
_2519_,11.14
_2371_,11.12
_2655_,11.12
_0986_,11.1
_2156_,11.1
_2210_,11.1
_2268_,11.1
_3610_,11.1
_0786_,11.08
_1390_,11.08
_2048_,11.08
_2255_,11.08
_2662_,11.08
_0610_,11.07
_0157_,11.06
_2782_,11.06
_2829_,11.06
_1664_,11.055
A[7],11.02
_2793_,11.02
_0948_,11
_2581_,11
_2627_,11
_0495_,10.98
_1178_,10.98
_1273_,10.98
_0598_,10.97
_0606_,10.96
_2087_,10.96
_2809_,10.96
_2835_,10.96
_3547_,10.96
_1641_,10.94
_2816_,10.94
_0601_,10.93
_0695_,10.92
net213,10.92
_1315_,10.9
_2666_,10.89
A[21],10.88
B[10],10.88
B[12],10.88
B[1],10.88
B[22],10.88
B[2],10.88
_0249_,10.88
_1877_,10.88
_2137_,10.88
_2741_,10.88
_3017_,10.88
_3678_,10.88
_0378_,10.86
_0512_,10.86
_0738_,10.86
_2035_,10.86
_2367_,10.86
_2821_,10.86
_2868_,10.86
_3716_,10.86
_1776_,10.845
_0756_,10.82
_1549_,10.82
_1771_,10.82
_3692_,10.82
_1457_,10.8
_0261_,10.78
_2842_,10.78
_3524_,10.78
_0656_,10.77
_1061_,10.76
_1319_,10.76
_1707_,10.76
_1966_,10.76
_3682_,10.76
_0404_,10.74
_0529_,10.74
_1108_,10.74
_1110_,10.74
_1356_,10.74
_2840_,10.74
_3149_,10.74
_3666_,10.74
_1118_,10.72
_2405_,10.72
_2534_,10.72
_2745_,10.72
_2880_,10.72
_1788_,10.7
_2786_,10.7
_3015_,10.7
_3706_,10.7
net126,10.7
B[5],10.68
_2444_,10.68
_0034_,10.66
_1036_,10.66
_1241_,10.66
_1529_,10.66
_2220_,10.66
_2417_,10.66
_3639_,10.66
_2568_,10.655
_1537_,10.64
_1855_,10.64
_1973_,10.64
_2366_,10.62
_3241_,10.62
_3332_,10.61
_0824_,10.6
_2359_,10.6
_0336_,10.58
_3362_,10.58
_1888_,10.56
_0813_,10.54
_0920_,10.54
_3051_,10.54
_3492_,10.54
_0503_,10.52
_2591_,10.5
net122,10.5
_1629_,10.49
net183,10.48
_2825_,10.46
_3080_,10.46
A[22],10.42
A[31],10.42
B[13],10.42
B[19],10.42
B[23],10.42
B[30],10.42
_1470_,10.42
_3556_,10.42
control[1],10.42
_3316_,10.41
_0288_,10.4
_0616_,10.4
_0960_,10.4
_1815_,10.4
_1976_,10.4
_2358_,10.4
_2402_,10.4
_3371_,10.4
_0496_,10.39
_1101_,10.38
_2533_,10.38
_2797_,10.36
_3353_,10.35
_1341_,10.34
_1374_,10.34
_2083_,10.34
_2209_,10.34
_0517_,10.32
_0830_,10.32
result[17],10.32
result[22],10.32
result[4],10.32
result[5],10.32
result[6],10.32
_0516_,10.3
_2143_,10.3
_1747_,10.285
_0923_,10.28
_1328_,10.28
_1167_,10.26
_1359_,10.26
_3251_,10.24
net207,10.24
_0168_,10.2
_1695_,10.2
_2031_,10.2
_2421_,10.2
_3031_,10.2
_3365_,10.2
net107,10.2
net200,10.2
_0686_,10.18
_1260_,10.18
_2526_,10.18
_0093_,10.16
_0742_,10.16
_1682_,10.16
_2091_,10.16
_2717_,10.16
_2727_,10.16
_3367_,10.16
_1506_,10.14
_1774_,10.14
_1466_,10.105
_2321_,10.1
_2650_,10.1
_3560_,10.1
_0055_,10.08
_0080_,10.08
_1673_,10.08
_2754_,10.08
_2848_,10.08
net175,10.08
_1073_,10.06
_2558_,10.06
_3483_,10.06
_0507_,10.04
_2389_,10.04
_2391_,10.04
_2415_,10.04
net106,10.04
_0236_,10.02
_2852_,10.02
_0256_,10
_1401_,9.98
result[15],9.98
net131,9.98
A[4],9.96
_0366_,9.96
_0615_,9.96
_1846_,9.96
_2249_,9.96
_2649_,9.96
_2796_,9.96
_3357_,9.96
_3457_,9.96
net138,9.96
_0151_,9.94
_0657_,9.94
_0290_,9.92
_2725_,9.92
_1221_,9.91
_0367_,9.9
_3287_,9.9
_0385_,9.88
_2144_,9.88
_2646_,9.88
result[13],9.88
net209,9.88
_1520_,9.86
_0793_,9.84
_2032_,9.84
_2744_,9.84
_2799_,9.84
_1086_,9.82
_1323_,9.82
_1868_,9.82
_1974_,9.82
_2333_,9.82
_2469_,9.82
_0876_,9.81
_1145_,9.8
_1904_,9.795
_2948_,9.78
_1185_,9.76
net196,9.76
_0088_,9.74
_1672_,9.74
_1978_,9.74
_1662_,9.72
_2602_,9.72
net203,9.72
_0031_,9.7
_0258_,9.7
_0613_,9.7
_0622_,9.7
_0787_,9.7
_1117_,9.7
_2430_,9.7
_3536_,9.7
_3544_,9.7
_0771_,9.695
_2325_,9.66
_3181_,9.66
_3217_,9.65
_2876_,9.64
_3654_,9.64
_2496_,9.62
_3660_,9.62
_0407_,9.61
_0792_,9.6
_0048_,9.58
_0107_,9.58
_0937_,9.58
_1340_,9.58
_1757_,9.58
_3055_,9.58
_3650_,9.58
_2601_,9.56
_3090_,9.54
_3358_,9.54
_3342_,9.52
_3347_,9.52
_3380_,9.51
_1190_,9.5
_1576_,9.5
_2506_,9.5
_3382_,9.5
_2186_,9.48
_2247_,9.48
_2595_,9.48
_2606_,9.48
_2703_,9.48
_3183_,9.48
_3408_,9.48
net188,9.48
_0743_,9.46
_1575_,9.46
_3236_,9.46
_0645_,9.44
_2094_,9.44
_2134_,9.42
_2464_,9.4
_2630_,9.4
_3369_,9.4
_0059_,9.38
_0478_,9.38
_1141_,9.38
_1853_,9.38
_2709_,9.38
_0462_,9.36
_0727_,9.36
net202,9.32
_0467_,9.3
_0028_,9.28
_1345_,9.28
_2008_,9.28
_2198_,9.28
_2419_,9.28
_2539_,9.28
net136,9.28
_0677_,9.275
_0133_,9.26
_3024_,9.26
_0387_,9.24
_0465_,9.24
_1094_,9.24
_1410_,9.24
_1473_,9.24
_2561_,9.24
_1111_,9.22
_1033_,9.215
A[1],9.18
A[2],9.18
B[3],9.18
_0868_,9.18
_3445_,9.17
_0943_,9.16
_1189_,9.16
_2614_,9.16
_3232_,9.16
_1886_,9.12
_3107_,9.12
_3419_,9.12
_2759_,9.1
_3222_,9.08
_0311_,9.06
_0546_,9.06
_1856_,9.04
_2033_,9.04
_1177_,9.02
_2863_,9.02
_3436_,9.02
_0395_,9
_1084_,9
_1816_,9
_3646_,9
_0223_,8.98
_0678_,8.98
_1050_,8.98
_0708_,8.96
_1980_,8.96
result[1],8.96
result[23],8.96
_0192_,8.95
_1283_,8.945
_1348_,8.94
_2528_,8.94
_2645_,8.94
result[24],8.94
_0016_,8.92
_0990_,8.92
_2517_,8.92
_0245_,8.9
_0545_,8.9
_0883_,8.9
_2045_,8.9
_2178_,8.9
_2583_,8.9
_3235_,8.9
_3505_,8.9
net148,8.9
net170,8.9
_1777_,8.88
_1835_,8.88
_2503_,8.88
net168,8.88
_0755_,8.865
_0760_,8.86
_1232_,8.845
A[16],8.84
B[24],8.84
B[31],8.84
_1426_,8.84
_1552_,8.84
_2235_,8.84
_2502_,8.84
_0959_,8.83
_2376_,8.825
_0457_,8.82
_0602_,8.82
_1593_,8.82
_2157_,8.82
_2331_,8.82
_2582_,8.82
_3249_,8.82
_0812_,8.8
_1884_,8.8
_3319_,8.8
_3616_,8.8
_0639_,8.78
_0667_,8.78
_0774_,8.78
_3231_,8.78
_0483_,8.74
_1281_,8.74
_3099_,8.74
A[24],8.73
A[18],8.72
A[20],8.72
B[15],8.72
B[28],8.72
B[8],8.72
_0441_,8.72
_1164_,8.72
_1508_,8.7
_3331_,8.7
_2572_,8.695
_1324_,8.675
_0114_,8.66
_0762_,8.66
_0970_,8.66
_2181_,8.66
_3598_,8.62
_3607_,8.62
_0726_,8.6
_3063_,8.6
_0928_,8.58
_0940_,8.58
_1040_,8.58
_2527_,8.58
_2663_,8.58
_2698_,8.58
_0021_,8.56
_1411_,8.56
_1862_,8.56
_2040_,8.56
_2513_,8.56
_2575_,8.56
_2749_,8.56
_2860_,8.56
_2234_,8.52
_1737_,8.5
net145,8.5
_2146_,8.49
_1140_,8.48
_2873_,8.48
_3640_,8.48
_0103_,8.46
_2240_,8.46
_3541_,8.46
_1416_,8.44
_2538_,8.44
_3405_,8.44
_3456_,8.44
_2708_,8.42
_3330_,8.42
_2246_,8.415
_2976_,8.4
A[19],8.38
_0227_,8.38
_0714_,8.38
_2889_,8.38
_3190_,8.38
_1710_,8.37
_3180_,8.37
_0020_,8.36
_0265_,8.36
_0531_,8.36
_2005_,8.36
_2001_,8.34
net210,8.34
_1052_,8.335
_1301_,8.32
_2125_,8.32
_2161_,8.32
_2441_,8.32
_3016_,8.32
_3191_,8.32
_2067_,8.3
_2447_,8.29
_3438_,8.29
_1715_,8.24
_2495_,8.24
_2735_,8.24
_3469_,8.24
_2515_,8.22
_2882_,8.22
_2142_,8.21
_1665_,8.205
_0090_,8.2
_1435_,8.2
_2683_,8.2
_3443_,8.2
_1785_,8.16
_2699_,8.16
_2896_,8.16
_1147_,8.14
_3444_,8.14
net141,8.14
_2864_,8.13
_0250_,8.12
_0580_,8.12
_0694_,8.12
_0931_,8.12
_1847_,8.12
_3458_,8.12
_0141_,8.1
_1181_,8.1
_1796_,8.1
_2207_,8.1
_2629_,8.1
_2677_,8.1
_3328_,8.1
_1550_,8.095
_2076_,8.08
_2705_,8.08
_0999_,8.06
_1208_,8.06
_3252_,8.06
net103,8.06
_1595_,8.04
_2116_,8.04
result[20],8.04
result[28],8.04
result[29],8.04
net190,8.04
net206,8.04
_0342_,8.02
_0362_,8.02
_0773_,8.02
_0841_,8.02
_0912_,8.02
_0996_,8.02
_1104_,8.02
_2019_,8.02
_3621_,8.02
_0469_,8
_0837_,8
_0907_,8
_1495_,8
_1919_,8
_2714_,7.99
_1168_,7.98
_1433_,7.98
_1826_,7.98
_2530_,7.97
B[7],7.95
A[14],7.93
B[21],7.93
B[25],7.93
A[8],7.92
_1867_,7.92
_2349_,7.92
_2382_,7.92
_0155_,7.9
_1099_,7.9
_1560_,7.9
_1571_,7.9
_2079_,7.9
_2866_,7.9
_3564_,7.9
_2170_,7.88
_0964_,7.875
_0347_,7.87
_2037_,7.86
_2392_,7.86
_3613_,7.86
B[11],7.81
_1497_,7.79
_0121_,7.78
_0456_,7.78
_1062_,7.78
_1313_,7.78
_1587_,7.78
_1742_,7.78
_2064_,7.78
_2792_,7.78
_2887_,7.78
_3153_,7.78
_0538_,7.76
_2266_,7.76
_2752_,7.76
_0131_,7.74
_1259_,7.74
_1802_,7.74
_2590_,7.74
_2830_,7.74
_1627_,7.73
_1243_,7.68
_1765_,7.68
_2063_,7.68
_2341_,7.68
_3655_,7.68
_3694_,7.68
net105,7.68
_1227_,7.67
_2352_,7.67
_0523_,7.66
_1669_,7.66
_2828_,7.66
_3325_,7.66
_3658_,7.66
_0300_,7.64
_1469_,7.64
_1957_,7.64
_2439_,7.64
_2492_,7.64
_2983_,7.64
_3618_,7.64
_3549_,7.635
_1415_,7.62
_3142_,7.62
_3349_,7.62
_3057_,7.6
_2540_,7.59
_0582_,7.58
net113,7.57
_1017_,7.565
_0308_,7.56
_0879_,7.56
_1230_,7.56
_1679_,7.56
_1732_,7.56
_2129_,7.56
_2548_,7.56
_2588_,7.56
_2884_,7.56
_3216_,7.56
_1861_,7.55
_1016_,7.54
_1214_,7.54
_2592_,7.54
_0009_,7.52
_1095_,7.52
_1972_,7.52
_3661_,7.52
_2120_,7.5
_0998_,7.48
B[16],7.47
_3100_,7.46
_3226_,7.46
_0017_,7.44
_0343_,7.44
_0624_,7.44
_0949_,7.44
_1727_,7.44
_2253_,7.44
_2734_,7.44
_3312_,7.44
net153,7.44
_1503_,7.42
_1894_,7.42
_0502_,7.4
_1114_,7.4
_2831_,7.4
A[28],7.37
A[9],7.37
_1388_,7.34
_1633_,7.34
_1728_,7.34
_1493_,7.32
_1650_,7.32
_1705_,7.32
_2205_,7.32
_2334_,7.32
_2350_,7.32
_2409_,7.32
_2429_,7.32
_2632_,7.32
_1024_,7.315
_1053_,7.31
_0950_,7.3
_0054_,7.28
_0718_,7.28
_2228_,7.28
A[10],7.25
B[17],7.25
_0211_,7.22
_0880_,7.22
_1333_,7.22
_1429_,7.22
_0214_,7.2
_0278_,7.2
_0781_,7.2
_0978_,7.2
_1557_,7.2
_1585_,7.2
_1652_,7.2
_1706_,7.2
_2622_,7.2
_0142_,7.18
_0209_,7.18
_0565_,7.18
_1717_,7.18
_1961_,7.18
_2295_,7.18
_2779_,7.18
_3267_,7.18
_3383_,7.18
_3474_,7.18
_3656_,7.18
_3731_,7.18
_2798_,7.16
_0965_,7.155
_2345_,7.15
_2069_,7.13
